id,title,link,primary_topic,secondary_topic,confidence
3710,Solo Entrepreneurs: Better & Smarter But Maybe Not Richer,https://www.synnovatia.com/business-coaching-bid-134265-solo-entrepreneurs-better-smarter-but-maybe-not-richer/,Ownership & Entrepreneurship,,medium
3711,Adding Fun to Your Follow-Up Can Actually Grow Your Business,https://www.synnovatia.com/business-coaching-bid-134152-adding-fun-to-your-follow-up-can-actually-grow-your-business/,Sales & Marketing,,high
3712,Is it Time to Rethink Your Business Growth?,https://www.synnovatia.com/business-coaching-bid-134082-is-it-time-to-rethink-your-business-growth/,Growth & Scaling,Strategy & Planning,high
3713,Every Entrepreneur Needs a Business Coach,https://www.synnovatia.com/business-coaching-bid-133873-every-entrepreneur-needs-a-business-coach/,Ownership & Entrepreneurship,,medium
3714,The Dirty Little Secret Most Entrepreneurs Won’t Admit,https://www.synnovatia.com/business-coaching-bid-133775-the-dirty-little-secret-most-entrepreneurs-won-t-admit/,Growth & Scaling,,low
3715,5 Tips to Improve Your Linkedin Experience & Grow Your Business,https://www.synnovatia.com/business-coaching-bid-133535-5-tips-to-improve-your-linkedin-experience-grow-your-business/,Sales & Marketing,,high
3716,Does Your Networking Persona Get in the Way of Growing Your Business?,https://www.synnovatia.com/business-coaching-bid-133523-does-your-networking-persona-get-in-the-way-of-growing-your-business/,People & Partnerships,Sales & Marketing,medium
3717,The New Killer Email App for Entrepreneurs: YOU,https://www.synnovatia.com/business-coaching-bid-133366-the-new-killer-email-app-for-entrepreneurs-you/,Strategy & Planning,Mindset & Resilience,low
3718,Is Your Business Ready to Deliver?,https://www.synnovatia.com/business-coaching-bid-132990-is-your-business-ready-to-deliver/,Growth & Scaling,,low
3719,20 Entrepreneurial Lessons from the 2012 Olympic Games,https://www.synnovatia.com/business-coaching-bid-132907-20-entrepreneurial-lessons-from-the-2012-olympic-games/,Mindset & Resilience,,medium
3720,Are Flies” Gumming Up Your Business Growth?”,https://www.synnovatia.com/business-coaching-bid-132741-are-flies-gumming-up-your-business-growth/,Growth & Scaling,Strategy & Planning,low
3721,The High Cost of Indecision on Growing Your Business,https://www.synnovatia.com/business-coaching-bid-132601-the-high-cost-of-indecision-on-growing-your-business/,Growth & Scaling,Mindset & Resilience,medium
3722,Getting Past Your Fears and Growing a Successful Business,https://www.synnovatia.com/business-coaching-bid-132417-getting-past-your-fears-and-growing-a-successful-business/,Mindset & Resilience,Growth & Scaling,medium
3723,"Business Metrics: If You Don’t Know It, You Can’t Grow It",https://www.synnovatia.com/business-coaching-bid-132327-business-metrics-if-you-don-t-know-it-you-can-t-grow-it/,Strategy & Planning,Growth & Scaling,high
3724,"Passion, Performance, and Michael Phelps",https://www.synnovatia.com/business-coaching-bid-132248-passion-performance-and-michael-phelps/,Mindset & Resilience,,medium
3725,Your Circle of Influence May Be Impacting Your Business Growth,https://www.synnovatia.com/business-coaching-bid-131675-your-circle-of-influence-may-be-impacting-your-business-growth/,People & Partnerships,Growth & Scaling,medium
3726,Strategic Business Coach: Luxury or Necessity?,https://www.synnovatia.com/business-coaching-bid-131605-strategic-business-coach-luxury-or-necessity/,Ownership & Entrepreneurship,,medium
3727,Sound Off: Should Entrepreneurs Work On Their Day Off?,https://www.synnovatia.com/business-coaching-bid-131613-sound-off-should-entrepreneurs-work-on-their-day-off/,Mindset & Resilience,,medium
3728,Say “Heck Yeah” to Growing Your Business,https://www.synnovatia.com/business-coaching-bid-131260-say-heck-yeah-to-growing-your-business/,Growth & Scaling,Mindset & Resilience,medium
3729,How to Overcome Overwhelm to Grow Your Business,https://www.synnovatia.com/business-coaching-bid-131060-how-to-overcome-overwhelm-to-grow-your-business/,Mindset & Resilience,Growth & Scaling,high
3730,30 Ways for Entrepreneurs to Grow Their Business,https://www.synnovatia.com/business-coaching-bid-130939-30-ways-for-entrepreneurs-to-grow-their-business/,Growth & Scaling,,high
3731,4 Ways Entrepreneurs Sabotage Their Networking Efforts,https://www.synnovatia.com/business-coaching-bid-130584-4-ways-entrepreneurs-sabotage-their-networking-efforts/,People & Partnerships,,high
3732,4 Tips for Entrepreneurs to Make the Most of Networking Relationships,https://www.synnovatia.com/business-coaching-bid-130054-4-tips-for-entrepreneurs-to-make-the-most-of-networking-relationships/,People & Partnerships,,high
3733,4 Must –Do’s for Entrepreneurs to Achieve a Networking ROI,https://www.synnovatia.com/business-coaching-bid-129917-4-must-do-s-for-entrepreneurs-to-achieve-a-networking-roi/,People & Partnerships,,high
3734,7 Tips for Entrepreneurs to Achieve Work/Life Balance,https://www.synnovatia.com/business-coaching-bid-129695-7-tips-for-entrepreneurs-to-achieve-work-life-balance/,Mindset & Resilience,,high
3735,Ten Ways to Accelerate Business Growth,https://www.synnovatia.com/business-coaching-bid-127839-ten-ways-to-accelerate-business-growth/,Growth & Scaling,,high
3736,4 Things Entrepreneurs Can Learn from Howard Stern,https://www.synnovatia.com/business-coaching-bid-127339-4-things-entrepreneurs-can-learn-from-howard-stern/,Ownership & Entrepreneurship,,low
3737,How Your Mindset Sparks Business Success,https://www.synnovatia.com/business-coaching-bid-127198-how-your-mindset-sparks-business-success/,Mindset & Resilience,,high
3738,Small Business Week Celebrates the Heart and Soul of the Economy,https://www.synnovatia.com/business-coaching-bid-126514-small-business-week-celebrates-the-heart-and-soul-of-the-economy/,Ownership & Entrepreneurship,,low
3739,Is your Small Business “Liked” Beyond Facebook?,https://www.synnovatia.com/business-coaching-bid-126105-is-your-small-business-liked-beyond-facebook/,Sales & Marketing,,high
3740,The Small Business Pricing Conundrum: Underpricing,https://www.synnovatia.com/business-coaching-bid-125542-the-small-business-pricing-conundrum-underpricing/,Sales & Marketing,Mindset & Resilience,medium
3741,"Your Business Has Needs, Too!",https://www.synnovatia.com/business-coaching-bid-125038-your-business-has-needs-too/,Mindset & Resilience,,medium
3742,Five Smart Business Strategies to Set Yourself Up for Success,https://www.synnovatia.com/business-coaching-bid-124782-five-smart-business-strategies-to-set-yourself-up-for-success/,Strategy & Planning,,high
3743,Survey Says: Juggling Most Challenging Aspect of Entrepreneurship,https://www.synnovatia.com/business-coaching-bid-124490-survey-says-juggling-most-challenging-aspect-of-entrepreneurship/,Mindset & Resilience,,medium
3744,Goal Management: A More Effective Approach For Achievement Than Time Management,https://www.synnovatia.com/business-coaching-bid-124229-smart-business-uses-goal-management-to-achieve/,Strategy & Planning,,high
3745,Push Past Limits for a Smart Business,https://www.synnovatia.com/business-coaching-bid-123934-push-past-limits-for-a-smart-business/,Mindset & Resilience,,medium
3746,Is it Smart Business to “Fire a Client”?,https://www.synnovatia.com/business-coaching-bid-123288-is-it-smart-business-to-fire-a-client/,People & Partnerships,Strategy & Planning,medium
3747,A Strategic Business Coach’s Message to the Accidental Entrepreneur,https://www.synnovatia.com/business-coaching-bid-122493-a-strategic-business-coach-s-message-to-the-accidental-entrepreneur/,Ownership & Entrepreneurship,,medium
3748,The Anatomy of a Strategic Business Coaching Call,https://www.synnovatia.com/business-coaching-bid-121935-the-anatomy-of-a-strategic-business-coaching-call/,Ownership & Entrepreneurship,,medium
3749,Is a Partnership in Your Business Future?,https://www.synnovatia.com/business-coaching-bid-121172-is-a-partnership-in-your-business-future/,People & Partnerships,,high
3750,What Your Business Can Do to Avoid Extinction,https://www.synnovatia.com/business-coaching-bid-120917-what-your-business-can-do-to-avoid-extinction/,Growth & Scaling,Strategy & Planning,medium
3751,5 Factors That Boost Your Website Bounce Rate,https://www.synnovatia.com/business-coaching-bid-120272-5-factors-that-boost-your-website-bounce-rate/,Sales & Marketing,,high
3752,A Strategic Coach Talks about Developing Trust that Endures,https://www.synnovatia.com/business-coaching-bid-119919-a-strategic-coach-talks-about-developing-trust-that-endures/,Ownership & Entrepreneurship,,medium
3753,Strategic Coach Uses Drafting to Accelerate Business Growth,https://www.synnovatia.com/business-coaching-bid-119685-strategic-coach-uses-drafting-to-accelerate-business-growth/,Growth & Scaling,,medium
3754,What Entrepreneurs Benefit Most from Strategic Business Coaching?,https://www.synnovatia.com/business-coaching-bid-119336-what-entrepreneurs-benefit-most-from-strategic-business-coaching/,Ownership & Entrepreneurship,,medium
3755,This Strategic Coach Says “No” and Means It*,https://www.synnovatia.com/business-coaching-bid-118774-this-strategic-coach-says-no-and-means-it/,Mindset & Resilience,Strategy & Planning,medium
3756,Confessions From a Strategic Coach on Work/Life Balance,https://www.synnovatia.com/business-coaching-bid-118401-confessions-from-a-strategic-coach-on-work-life-balance/,Mindset & Resilience,,high
3757,A Strategic Coach’s Prescription for Inertia,https://www.synnovatia.com/business-coaching-bid-118220-a-strategic-coach-s-prescription-for-inertia/,Growth & Scaling,Mindset & Resilience,medium
3758,A Strategic Coaching Approach to Business Competition,https://www.synnovatia.com/business-coaching-bid-117849-a-strategic-coaching-approach-to-business-competition/,Strategy & Planning,Sales & Marketing,medium
3759,Be Speedy in your Decisions: The Strategic Coach Perspective,https://www.synnovatia.com/business-coaching-bid-117690-be-speedy-in-your-decisions-the-strategic-coach-perspective/,Strategy & Planning,,medium
3760,Small Business Ideas for Business Growth: Minnovation,https://www.synnovatia.com/business-coaching-bid-117172-small-business-ideas-for-business-growth-minnovation/,Growth & Scaling,,medium
3761,What to Discuss With Your Strategic Coach,https://www.synnovatia.com/business-coaching-bid-116670-what-to-discuss-with-your-strategic-coach/,Ownership & Entrepreneurship,,medium
3762,Create Your Business Growth Plan with Strategic Coaching,https://www.synnovatia.com/business-coaching-bid-116397-create-your-business-growth-plan-with-strategic-coaching/,Strategy & Planning,Growth & Scaling,high
3763,Small Business Advice on Time Saving Technology,https://www.synnovatia.com/business-coaching-bid-106878-small-business-advice-on-time-saving-technology/,Strategy & Planning,,medium
3765,Cash Flow – Want Some Tips?,https://www.synnovatia.com/business-coaching-bid-104311-cash-flow-want-some-tips/,Strategy & Planning,,high
3766,Where Will Your Business Grow?,https://www.synnovatia.com/business-coaching-bid-102923-where-will-your-business-grow/,Growth & Scaling,,medium
3767,Don’t Grow Your Business Alone: Enlist Your Vendors,https://www.synnovatia.com/business-coaching-bid-102825-don-t-grow-your-business-alone-enlist-your-vendors/,People & Partnerships,Growth & Scaling,high
3768,Business Entity Basics: A Quick and Dirty Guide,https://www.synnovatia.com/business-coaching-bid-102352-business-entity-basics-a-quick-and-dirty-guide/,Strategy & Planning,,medium
3769,Growth Strategies for Business: Improve Your Believability,https://www.synnovatia.com/business-coaching-bid-97452-growth-strategies-for-business-improve-your-believability/,Sales & Marketing,Growth & Scaling,medium
3770,Hire the Right Accountant With Strategic Coaching Questions,https://www.synnovatia.com/business-coaching-bid-96507-hire-the-right-accountant-with-strategic-coaching-questions/,People & Partnerships,,high
3771,Better Serve Your Clients to Generate Referrals,https://www.synnovatia.com/business-coaching-bid-90701-better-serve-your-clients-to-generate-referrals/,Sales & Marketing,,high
3772,Ten Signs You’re an Overworked Small Business Entrepreneur,https://www.synnovatia.com/business-coaching-bid-87418-ten-signs-you-re-an-overworked-small-business-entrepreneur/,Mindset & Resilience,,high
3773,Accounting and Financial Growth Assessment,https://www.synnovatia.com/business-coaching-bid-85258-accounting-and-financial-growth-assessment/,Strategy & Planning,,medium
3774,The Essential To-Do List for First-Time Entrepreneurs,https://www.synnovatia.com/business-coaching-bid-85259-the-essential-to-do-list-for-first-time-entrepreneurs/,Strategy & Planning,,low
3775,Top Ten Things Entrepreneurs Can Learn from Women’s Soccer,https://www.synnovatia.com/business-coaching-bid-85192-top-ten-things-entrepreneurs-can-learn-from-women-s-soccer/,Mindset & Resilience,,low
3776,Five Techniques to Overcome Sales Call Reluctance,https://www.synnovatia.com/business-coaching-bid-79230-five-techniques-to-overcome-sales-call-reluctance/,Sales & Marketing,,high
3777,Stop Selling & Start Serving for Better Sales Results,https://www.synnovatia.com/business-coaching-bid-79233-stop-selling-start-serving-for-better-sales-results/,Sales & Marketing,,high
3778,Qualities of the 21st Century Sales Professional,https://www.synnovatia.com/business-coaching-bid-72509-qualities-of-the-21st-century-sales-professional/,Sales & Marketing,,high
3779,The Skill of Business,https://www.synnovatia.com/business-coaching-bid-72497-the-skill-of-business/,Ownership & Entrepreneurship,,low
3780,Common Pricing Mistakes to Avoid,https://www.synnovatia.com/business-coaching-bid-72502-common-pricing-mistakes-to-avoid/,Sales & Marketing,,high
3781,When Timing is Right…,https://www.synnovatia.com/business-coaching-bid-72514-when-timing-is-right/,Sales & Marketing,,medium
3782,How to Develop Products and Services that Stick,https://www.synnovatia.com/business-coaching-bid-72503-how-to-develop-products-and-services-that-stick/,Sales & Marketing,Strategy & Planning,medium
3783,Recess for Entrepreneurs,https://www.synnovatia.com/business-coaching-bid-72489-recess-for-entrepreneurs/,Mindset & Resilience,,medium
3784,Disaster Preparedness: Are You Ready?,https://www.synnovatia.com/business-coaching-bid-72408-disaster-preparedness-are-you-ready/,Strategy & Planning,,medium
3785,Yes You Can!,https://www.synnovatia.com/business-coaching-bid-72414-yes-you-can/,Mindset & Resilience,,low
3786,The Fit Entrepreneur: Improve Your Bottom Line and Waistline,https://www.synnovatia.com/business-coaching-bid-72416-improve-your-bottom-line-and-waistline/,Mindset & Resilience,,high
3788,Declutter Your Task List,https://www.synnovatia.com/business-coaching-bid-72499-declutter-your-task-list/,Strategy & Planning,,medium
3789,Strategic Coaching to Strengthen the Core of Your Business,https://www.synnovatia.com/business-coaching-bid-72429-strategic-coaching-to-strengthen-the-core-of-your-business/,Ownership & Entrepreneurship,,medium
3790,Death By a Thousand Emails,https://www.synnovatia.com/business-coaching-bid-72501-death-by-a-thousand-emails/,Strategy & Planning,Mindset & Resilience,medium
3791,To Do or You Do?,https://www.synnovatia.com/business-coaching-bid-72504-to-do-or-you-do/,Strategy & Planning,,low
3792,Are You Planning for Success for 2011?,https://www.synnovatia.com/business-coaching-bid-72442-are-you-planning-for-success-for-2011/,Strategy & Planning,,high
3793,Rising Above Roadblocks to Strategic Planning: The Mind Space,https://www.synnovatia.com/business-coaching-bid-72445-rising-above-roadblocks-to-strategic-planning-the-mind-space/,Strategy & Planning,Mindset & Resilience,high
3794,Are You Stuck? What Keeps You Moving Forward!,https://www.synnovatia.com/business-coaching-bid-72506-are-you-stuck-what-keeps-you-moving-forward/,Mindset & Resilience,Growth & Scaling,medium
3795,Grow Your Business From the Inside Out,https://www.synnovatia.com/business-coaching-bid-72451-grow-your-business-from-the-inside-out/,Growth & Scaling,,medium
3796,Microenterprise Gets Access to Microloans,https://www.synnovatia.com/business-coaching-bid-72494-microenterprise-gets-access-to-microloans/,Strategy & Planning,,low
3797,The Four Stages of Growing Your Business,https://www.synnovatia.com/business-coaching-bid-72455-the-four-stages-of-growing-your-business/,Growth & Scaling,,high
3799,Do You Need Disability Income Protection?,https://www.synnovatia.com/business-coaching-bid-72458-do-you-need-disability-income-protection/,Strategy & Planning,,low
3800,Is Your Net Working…Or Are You Strangling Your Prospects?,https://www.synnovatia.com/business-coaching-bid-72460-is-your-net-working-or-are-you-strangling-your-prospects/,People & Partnerships,,high
3801,Six Steps to Finding Reliable Service Providers,https://www.synnovatia.com/business-coaching-bid-72441-six-steps-to-finding-reliable-service-providers/,People & Partnerships,,high
3802,Everyone’s NOT A Trained Coach,https://www.synnovatia.com/business-coaching-bid-72522-everyone-s-not-a-trained-coach/,Ownership & Entrepreneurship,,medium
3804,Five One-Liners That Kill a Sale,https://www.synnovatia.com/business-coaching-bid-72512-five-one-liners-that-kill-a-sale/,Sales & Marketing,,medium
3805,Breaking Up Is Hard To Do,https://www.synnovatia.com/business-coaching-bid-72529-breaking-up-is-hard-to-do/,People & Partnerships,,high
3806,Alice in Wonderland Uses Strategic Coaching to Slay Jabberwocky,https://www.synnovatia.com/business-coaching-bid-72533-alice-in-wonderland-uses-strategic-coaching-to-slay-jabberwocky/,Ownership & Entrepreneurship,,low
3807,Plug In: Technology in Business,https://www.synnovatia.com/business-coaching-bid-72517-plug-in-technology-in-business/,Strategy & Planning,,low
3808,Does Self-Employment Really Provide More Control?,https://www.synnovatia.com/business-coaching-bid-72521-does-self-employment-really-provide-more-control/,Ownership & Entrepreneurship,,medium
3809,13 Tips to Make Time Work For You and Your Small Business,https://www.synnovatia.com/business-coaching-bid-72508-13-tips-to-make-time-work-for-you-and-your-small-business/,Strategy & Planning,,high
